Session,Contrat établissement,g_ea_lib_vx,numero_departement,nombre_de_boursiers
2019,Public,"Centre de Ressources, d'Expertise et de Performance Sportive de Montpellier (CREPS)",34,33
2019,Public,"Centre de Ressources, d'Expertise et de Performance Sportive de Montpellier (CREPS)",34,479
2019,Public,"Centre de Ressources, d'Expertise et de Performance Sportive de Montpellier (CREPS)",34,265
2019,Public,Lycée Jean-Francois Champollion,34,228
2019,Public,Lycée Jean-Francois Champollion,34,15243
2019,Public,Lycée Jean-Francois Champollion,34,3446
2019,Public,Lycée Jean-Francois Champollion,34,827
2019,Public,Lycée Jean-Francois Champollion,34,7047
2019,Public,Lycée Jean-Francois Champollion,34,1122
2019,Public,Lycée Jean-Francois Champollion,34,33
2019,Public,Lycée Jean-Francois Champollion,34,479
2019,Public,Lycée Jean-Francois Champollion,34,265
2019,Public,Lycée Rive Gauche,31,13581
2019,Public,Lycée Rive Gauche,31,6066
2019,Public,Lycée Rive Gauche,31,23
2019,Public,Lycée Rive Gauche,31,3126
2019,Public,Lycée Rive Gauche,31,643
2019,Public,Lycée Rive Gauche,31,896
2019,Public,Lycée Rive Gauche,31,511
2019,Public,Lycée Rive Gauche,31,446
2019,Public,Lycée Rive Gauche,31,100
2019,Public,Lycée Rive Gauche,31,180
2019,Public,Lycée professionnel de l'Ameublement,31,13581
2019,Public,Lycée professionnel de l'Ameublement,31,6066
2019,Public,Lycée professionnel de l'Ameublement,31,23
2019,Public,Lycée professionnel de l'Ameublement,31,3126
2019,Public,Lycée professionnel de l'Ameublement,31,643
2019,Public,Lycée professionnel de l'Ameublement,31,896
2019,Public,Lycée professionnel de l'Ameublement,31,511
2019,Public,Lycée professionnel de l'Ameublement,31,446
2019,Public,Lycée professionnel de l'Ameublement,31,100
2019,Public,Lycée professionnel de l'Ameublement,31,180
2019,Public,Lycée professionnel de l'Ameublement,31,13581
2019,Public,Lycée professionnel de l'Ameublement,31,6066
2019,Public,Lycée professionnel de l'Ameublement,31,23
2019,Public,Lycée professionnel de l'Ameublement,31,3126
2019,Public,Lycée professionnel de l'Ameublement,31,643
2019,Public,Lycée professionnel de l'Ameublement,31,896
2019,Public,Lycée professionnel de l'Ameublement,31,511
2019,Public,Lycée professionnel de l'Ameublement,31,446
2019,Public,Lycée professionnel de l'Ameublement,31,100
2019,Public,Lycée professionnel de l'Ameublement,31,180
2019,Privé,Lycée ST PIERRE-ST PAUL,48,614
2019,Privé,Lycée ST PIERRE-ST PAUL,48,12
2019,Privé,Lycée ST PIERRE-ST PAUL,48,195
2019,Privé,Lycée ST PIERRE-ST PAUL,48,154
2019,Privé,Lycée ST PIERRE-ST PAUL,48,92
2019,Privé,Lycée ST PIERRE-ST PAUL,48,123
2019,Privé,Lycée ST PIERRE-ST PAUL,48,21
2019,Privé,Lycée ST PIERRE-ST PAUL,48,21
2019,Privé,Lycée ST PIERRE-ST PAUL,48,10
2019,Privé,Lycée ST PIERRE-ST PAUL,48,174
2019,Public,Lycée Jean Dupuy,65,156
2019,Public,Lycée Jean Dupuy,65,26
2019,Public,Lycée Jean Dupuy,65,903
2019,Public,Lycée Jean Dupuy,65,376
2019,Public,Lycée Jean Dupuy,65,17
2019,Public,Lycée Jean Dupuy,65,2163
2019,Public,Lycée Jean Dupuy,65,36
2019,Public,Lycée Jean Dupuy,65,697
2019,Public,Lycée Jean Dupuy,65,145
2019,Public,Lycée Jean Dupuy,65,119
2019,Public,Lycée professionnel de l'Ameublement,31,13581
2019,Public,Lycée professionnel de l'Ameublement,31,6066
2019,Public,Lycée professionnel de l'Ameublement,31,23
2019,Public,Lycée professionnel de l'Ameublement,31,3126
2019,Public,Lycée professionnel de l'Ameublement,31,643
2019,Public,Lycée professionnel de l'Ameublement,31,896
2019,Public,Lycée professionnel de l'Ameublement,31,511
2019,Public,Lycée professionnel de l'Ameublement,31,446
2019,Public,Lycée professionnel de l'Ameublement,31,100
2019,Public,Lycée professionnel de l'Ameublement,31,180
2019,Privé,ECOLE SUPERIEURE PRIVEE CPES - CENTRE IPRESS,31,13581
2019,Privé,ECOLE SUPERIEURE PRIVEE CPES - CENTRE IPRESS,31,6066
2019,Privé,ECOLE SUPERIEURE PRIVEE CPES - CENTRE IPRESS,31,23
2019,Privé,ECOLE SUPERIEURE PRIVEE CPES - CENTRE IPRESS,31,3126
2019,Privé,ECOLE SUPERIEURE PRIVEE CPES - CENTRE IPRESS,31,643
2019,Privé,ECOLE SUPERIEURE PRIVEE CPES - CENTRE IPRESS,31,896
2019,Privé,ECOLE SUPERIEURE PRIVEE CPES - CENTRE IPRESS,31,511
2019,Privé,ECOLE SUPERIEURE PRIVEE CPES - CENTRE IPRESS,31,446
2019,Privé,ECOLE SUPERIEURE PRIVEE CPES - CENTRE IPRESS,31,100
2019,Privé,ECOLE SUPERIEURE PRIVEE CPES - CENTRE IPRESS,31,180
2019,Public,Lycée professionnel des Métiers Eugene MONTEL,31,13581
2019,Public,Lycée professionnel des Métiers Eugene MONTEL,31,6066
2019,Public,Lycée professionnel des Métiers Eugene MONTEL,31,23
2019,Public,Lycée professionnel des Métiers Eugene MONTEL,31,3126
2019,Public,Lycée professionnel des Métiers Eugene MONTEL,31,643
2019,Public,Lycée professionnel des Métiers Eugene MONTEL,31,896
2019,Public,Lycée professionnel des Métiers Eugene MONTEL,31,511
2019,Public,Lycée professionnel des Métiers Eugene MONTEL,31,446
2019,Public,Lycée professionnel des Métiers Eugene MONTEL,31,100
2019,Public,Lycée professionnel des Métiers Eugene MONTEL,31,180
2019,Privé,Institut Limayrac,31,13581
2019,Privé,Institut Limayrac,31,6066
2019,Privé,Institut Limayrac,31,23
2019,Privé,Institut Limayrac,31,3126
2019,Privé,Institut Limayrac,31,643
2019,Privé,Institut Limayrac,31,896
2019,Privé,Institut Limayrac,31,511
2019,Privé,Institut Limayrac,31,446
2019,Privé,Institut Limayrac,31,100
2019,Privé,Institut Limayrac,31,180
2019,Public,Lycée Stéphane Hessel,31,13581
2019,Public,Lycée Stéphane Hessel,31,6066
2019,Public,Lycée Stéphane Hessel,31,23
2019,Public,Lycée Stéphane Hessel,31,3126
2019,Public,Lycée Stéphane Hessel,31,643
2019,Public,Lycée Stéphane Hessel,31,896
2019,Public,Lycée Stéphane Hessel,31,511
2019,Public,Lycée Stéphane Hessel,31,446
2019,Public,Lycée Stéphane Hessel,31,100
2019,Public,Lycée Stéphane Hessel,31,180
2019,Public,Lycée polyvalent Pyrène,,
2019,Public,Lycée Rive Gauche,31,13581
2019,Public,Lycée Rive Gauche,31,6066
2019,Public,Lycée Rive Gauche,31,23
2019,Public,Lycée Rive Gauche,31,3126
2019,Public,Lycée Rive Gauche,31,643
2019,Public,Lycée Rive Gauche,31,896
2019,Public,Lycée Rive Gauche,31,511
2019,Public,Lycée Rive Gauche,31,446
2019,Public,Lycée Rive Gauche,31,100
2019,Public,Lycée Rive Gauche,31,180
2019,Public,Lycée Louis Rascol,81,592
2019,Public,Lycée Louis Rascol,81,204
2019,Public,Lycée Louis Rascol,81,998
2019,Public,Lycée Louis Rascol,81,34
2019,Public,Lycée Louis Rascol,81,4107
2019,Public,Lycée Louis Rascol,81,1702
2019,Public,Lycée Louis Rascol,81,249
2019,Public,Lycée Louis Rascol,81,55
2019,Public,Lycée Louis Rascol,81,245
2019,Public,Lycée Louis Rascol,81,26
2019,Public,Lycée Raymond Naves,31,13581
2019,Public,Lycée Raymond Naves,31,6066
2019,Public,Lycée Raymond Naves,31,23
2019,Public,Lycée Raymond Naves,31,3126
2019,Public,Lycée Raymond Naves,31,643
2019,Public,Lycée Raymond Naves,31,896
2019,Public,Lycée Raymond Naves,31,511
2019,Public,Lycée Raymond Naves,31,446
2019,Public,Lycée Raymond Naves,31,100
2019,Public,Lycée Raymond Naves,31,180
